"soortnum";"wet_naam";"ned_naam";"aut_naam";"wet_naam_auteur";"lettcode";"familie";"genus";"soort";"syst_niv";"stlyst90";"flora_90";"status";"uhokn50";"uhokn80";"herkmst1";"herkmst2";"herkmst3";"ufk_40";"ufk_90";"uhokv50";"uhokv80";"lv_duur";"lv_vorm";"gr_vorm1";"gr_vorm2";"gr_vorm3";"anat_bld";"grn_bld";"vorm_bld";"hgt_min";"hgt_max";"hgt_extr";"gesl_blm";"blmkleur";"vr_type";"vr_kleur";"zaadmorf";"wrtldiep";"kiemtijd";"bgnbloei";"endbloei";"grondwtr";"lichtind";"temptind";"contiind";"vochtind";"zuurgind";"stiksind";"zout_ind";"zwareind";"maai_ind";"stro_min";"stro_max";"stro_ext";"oeco_grp";"ecol_grp";"transgr";"westhoff";"ellenbrg";"ecotp_01";"ecotp_02";"ecotp_03";"ecotp_04";"ecotp_05";"ecotp_06";"ecotp_07";"ecotp_08";"ecotp_09";"ecotp_10";"ecotpamp";"gebruik1";"gebruik2";"gebruik3";"gebruik4";"wett_bes";"redlist1";"redlist2";"bestuiv1";"bestuiv2";"bestuiv3";"zbestuiv";"plg_ligg";"plg_nord";"plg_west";"plg_midd";"plg_oost";"plg_z_o";"plg_zuid";"plg_fryk";"plg_amer";"plg_euro";"plg_azie";"plg_bron";"plg_noot";"plg_mont";"r_salinit";"r_alkalin";"r_dom_anio";"r_carbogeh";"r_trofiegr";"type";"selectie"
1049;"Ranunculus fluitans";"Vlottende waterranonkel";"Lamk.";"Ranunculus fluitans Lamk.";"RANUNFLU";" 40";"12";"19";" 2";"1";"1";"1";"  35";"  23";"  1";;;"3";"3";;;"6";"A";"13";;;"10";"W";"vs";"  90";" 600";;"C";"A";"32";"o";" 1";;;"6";" 8";"1";"8";"6";"2";"12";"X";"8";"0";"0";;"3";"5";"0";"41";"  2";"2";"05Bc03";"13130";;;;;;;;;;;;"99";;;;"0";"+";"3";"I1";;;"Z";"s";"0";"2";"3";"0";"+";"+";"A";".";"*";".";"23";"CM";"sm";;;;;;"H";0
1050;"Ranunculus hederaceus";"Klimopwaterranonkel";"L.";"Ranunculus hederaceus L.";"RANUNHED";" 40";"12";"17";" 2";"1";"1";"1";" 112";"  55";"  1";;;"5";"4";;;"6";"A";"14";;;;;"vs";"   5";"  25";;"C";"A";"32";"o";" 1";;"32";"4";" 9";"1";"8";"5";"1";" 9=";"3";"X";"0";"0";;"2";"3";"1";"41";"  2";"2";"05Bc04";;"W17d";;;;;;;;;;"1";"99";;;;"0";"+";"3";"I";;;"Z";"c";"0";"4";"1";"0";"0";"1";"A";"*";"*";".";"234";"M";"sm";;;;;;"H";0
1051;"Ranunculus lingua";"Grote boterbloem";"L.";"Ranunculus lingua L.";"RANUNLIN";" 40";"12";" 5";" 2";"1";"1";"1";" 428";" 294";"  1";;;"7";"6";;;"6";"B";"64";;;"20";"S";"lc";"  60";" 120";;"C";"F";"32";"o";" 1";;"12/22";"6";" 8";"2";"7";"X";"X";"10";"6";"7";"0";"0";;"1";"2";"0";"43";"502";"0";"19Ba";"15110";"V17";;;;;;;;;;"1";"99";;;;"0";;;"IC";"ID";;"Z";"c";"1";"4";"4";"4";"2";"1";"A";".";"*";"*";"123";"X";"mo";;;;;;"H";0
1052;"Ranunculus polyanthemos";"Bosboterbloem s.l.";"L.";"Ranunculus polyanthemos L.";"RANUNPOL";" 40";"12";"12";" 2";"1";"1";"1";"  12";"   6";"  1";;;"2";"1";;;"6";"H";"64";;;"34";"S";"ha";"  30";"  90";;"C";"F";"32";"o";" 1";;;"5";" 7";"7";"6";"6";"5";" 4*";"X";"2";"0";"0";"5";"9";"9";"9";"94";"909";;;"50000";"H43";;;;;;;;;;"1";"99";;;;"0";"+";"1";"I";;;"Z";"m";"3";"2";"4";"4";"3";"1";"A";".";"*";"*";"123";"ABM";"al";;;;;;"H";0
1053;"Ranunculus ololeucos";"Witte waterranonkel";"Lloyd";"Ranunculus ololeucos Lloyd";"RANUNOLO";" 40";"12";"21";" 2";"1";"1";"1";" 121";"  45";"  1";;;"5";"3";;;"6";"A";"14";;;;;"vs";"  15";"  60";;"C";"A";"32";"o";" 1";;"01";"5";" 7";"1";"8";"6";"1";"10";"X";"3";"0";"0";;"1";"2";"0";"42";"  6";"3";"05Ca";;"W12d";;;;;;;;;;"1";"99";;;;"0";"+";"2";"I";;;"Z";"s";"0";"2";"0";"0";"0";"1";"A";".";"*";".";"2";"M";"pl";;"2";"3";"1";"3";"H";0
1054;"Ranunculus omiophyllus";"Drijvende waterranonkel";"Tenore";"Ranunculus omiophyllus Tenore";"RANUNOMI";" 40";"12";" 1";" 2";"0";"1";;"   1";"   0";;;;;;;;"6";"A";"64";;;;;"ha";"   5";"  25";;"C";"A";"32";"o";;;;"6";" 8";"1";;;;;;;;;;"1";"2";"3";"42";;"3";"05Ca";;;;;;;;;;;;;"99";;;;"0";;;"I";;;"Z";;;;;;;;;;;;;;;;;;;;"H";0
1055;"Ranunculus peltatus";"Grote waterranonkel";"Schrank";"Ranunculus peltatus Schrank";"RANUNPEL";" 40";"12";"23";" 2";"1";"1";"1";;;"  1";;;"6";"6";;;"6";"A";"14";;;"10";"W";"vs";"  10";" 300";;"C";"F+A";"32";"o";" 1";;;"5";" 8";"1";"6";"6";"3";"12";"5";"6";"0";"0";;"1";"5";"0";"41";"  5";"2";"05Bc05";"13120";"W17";;;;;;;;;;"1";"99";;;;"0";;;"I1";;;"Z";"c";"3";"4";"3";"+";"1";"2";"A";".";"*";".";"23";"AC";"co";"2";"3";"3";"1";"4";"H";0
1056;"Ranunculus repens";"Kruipende boterbloem";"L.";"Ranunculus repens L.";"RANUNREP";" 40";"12";"11";" 2";"1";"1";"1";"1647";"1599";"  1";;;"9";"9";;;"6";"HCB";"64";;;"23";"S";"vs";"  10";"  50";;"C";"F";"32";"o";;"23";"22";"5";" 7";"5";"6";"X";"X";" 7*";"X";"X";"1";"0";"8";"9";"9";"9";"21";"601";"0";"16Ab";"37000";"G27";"G28";"G47";"G48";"H28";"H48";;;;;"2";"99";;;;"0";;;"I1";;;"Z";"c";"4";"4";"4";"4";"3";"3";"A";".";"*";"*";"1235";"X";"al";;;;;;"H";3
1057;"Ranunculus sardous";"Behaarde boterbloem";"Crantz";"Ranunculus sardous Crantz";"RANUNSAR";" 40";"12";"10";" 2";"1";"1";"1";" 290";" 328";"  1";;;"6";"6";;;"1+8";"T";"64";;;"20";"S";"vs";"  15";"  50";;"C";"F";"32";"o";" 1";;"32/12";"5";" 9";"4";"8";"6";"4";" 8=";"X";"7";"1";"0";;"9";"9";"9";"21";"601";"4";"16A";"30000";"P48";"G48";"bG40";;;;;;;;"2";"99";;;;"0";;;"ID";"IH";;"Z";"s";"0";"3";"4";"+";"1";"2";"A";".";"*";".";"123";"X";"sm";;;;;;"H";0
1058;"Ranunculus sceleratus";"Blaartrekkende boterbloem";"L.";"Ranunculus sceleratus L.";"RANUNSCE";" 40";"12";" 8";" 2";"1";"1";"1";"1004";"1429";"  1";;;"8";"9";;;"6";"T";"64";;;"20";"S";"ha";"   5";"  70";;"C";"F";"32";"o";" 1";;"12";"5";"13";"2";"9";"6";"X";" 9=";"7";"9";"2";"0";"3";"1";"2";"0";"22";"310";"0";"11Aa02";"32110";"P28";;;;;;;;;;"1";"99";;;;"0";;;"ID";;;"Z";"c";"2";"4";"4";"4";"4";"3";"A";".";"*";"*";"235";"B";"sm";"6";"6";"1";"3";;"H";0
1059;"Ranunculus tripartitus";"Driedelige waterranonkel";"DC.";"Ranunculus tripartitus DC.";"RANUNTRI";" 40";"12";"20";" 2";"1";"1";"1";"   1";"   1";"  2";;;"1";"0";;;"6";"A";"14";;;;;"ha";"  10";"  50";;"C";"F+A";"32";"o";" 1";;;"5";" 6";"1";"9";"6";"1";"10";"6";"3";"0";"0";;"1";"2";"3";"41";"  2";;;;;;;;;;;;;;;"99";;;;"0";;"0";"I";;;"Z";"s";"0";"2";"+";"0";"0";"1";"A";".";"*";".";"2";"KLM";"pl";;;;;;"H";0
1061;"Raphanus raphanistrum";"Knopherik";"L.";"Raphanus raphanistrum L.";"RAPHARAP";" 44";"47";" 1";" 2";"1";"1";"1";" 786";" 923";"  1";;;"8";"8";;;"1";"T";"65";;;"40";"S";"ve";"  20";"  60";;"C";"M";"43";"o";" 1";"55";"12";"6";" 8";"7";"6";"5";"3";" 5";"4";"6";"0";"0";;"9";"9";"9";"13";"303";"0";"13A";"34200";"P47";"P67";;;;;;;;;"1";"30";;;;"0";;;"ID";"IH";;"Z";"c";"2";"4";"4";"4";"2";"4";"A";".";"*";"*";"3";"E";"mo";;;;;;"H";0
1062;"Reseda lutea";"Wilde reseda";"L.";"Reseda lutea L.";"RESEDLUT";" 45";" 1";" 1";" 2";"1";"1";"1";" 276";" 566";"  1";;;"6";"7";;;"2+6";"H";"64";;;"45";"S";"ve";"  20";"  60";;"C";"F:V";"43";"o";" 1";"44";"32/12";"6";" 9";"7";"7";"6";"3";" 3";"8";"5";"0";"0";;"9";"9";"9";"16";"402";"0";"12Bd";"35100";"P63r";;;;;;;;;;"1";"30";;;;"0";;;"ID";"IH";;"Z";"c";"+";"4";"4";"1";"4";"4";"A";".";"*";"*";"13";"X";"sa";;;;;;"H";0
1063;"Reseda luteola";"Wouw";"L.";"Reseda luteola L.";"RESEDLUL";" 45";" 1";" 2";" 2";"1";"1";"1";" 133";" 212";"  1";;;"5";"6";;;"2";"H";"64";;;"54";"S";"lc";"  50";" 100";;"C";"F";"43";"o";" 1";"33";"32";"6";" 9";"7";"8";"7";"3";" 4";"9";"6";"0";"0";;"9";"9";"9";"16";"402";"0";"12Bd04";"33410";"P63r";;;;;;;;;;"1";"21";"30";;;"0";;;"I1";;;"Z";"c";"+";"4";"4";"+";"3";"4";"A";".";"*";"*";"13";"X";"mo";;;;;;"H";0
1064;"Rhamnus catharticus";"Wegedoorn";"L.";"Rhamnus catharticus L.";"RHAMNCAT";" 66";" 1";" 1";" 2";"1";"1";"1";" 178";" 267";"  1";;;"6";"6";;;"7";"P";"73";;;"40";"S";"lw";" 150";" 300";;"D";"V:F";"52";"n";" 4";;"21";"5";" 6";"7";"7";"5";"5";" 4";"8";"4";"0";"0";"3";"9";"9";"9";"84";"806";"0";"34A";"84100";"H43";"H63";;;;;;;;;"1";"16";"21";"30";;"0";;;"I";;;;"s";"+";"3";"4";"4";"4";"1";"A";".";"*";"*";"13";"I";"mo";;;;;;"H";0
1065;"Rhinanthus alectorolophus";"Harige ratelaar";"(Scopoli) Pollich";"Rhinanthus alectorolophus (Scopoli) Pollich";"RHINAALE";"104";"19";" 1";" 2";"1";"1";"1";"  24";"   4";"  1";;;"3";"1";;;"1";"TW";"65";;;"54";"S";"lw";"  20";"  80";;"C";"P:C";"43";"o";" 9";"33";"11";"5";" 7";"7";"8";"X";"2";" 4";"7";"3";"0";"0";"4";"9";"9";"9";"51";"607";;;"54200";"G43";;;;;;;;;;"1";"99";;;;"0";"+";"1";"IH";;;"Z";"m";"0";"1";"2";"0";"+";"+";"A";".";"*";".";"1";"M";"sa";;;;;;"H";0
1066;"Rhinanthus angustifolius";"Grote ratelaar";"C.C.Gmelin";"Rhinanthus angustifolius C.C.Gmelin";"RHINAANG";"104";"19";" 2";" 2";"1";"1";"1";" 976";" 693";"  1";;;"8";"7";;;"1";"TW";"65";;;"40";"S";"ro";"  10";"  80";;"C";"F+P";"43";"o";" 9";"13";"12";"5";"10";"5";"7";"5";"3";" 6*";"7";"2";"0";"0";"4";"9";"9";"9";"52";"618";"0";"25A";"    0";"G22";"G27";"G42";"G47";;;;;;;"2";"99";;;;"0";;;"IH";;;;"s";"4";"3";"4";"4";"3";"0";"A";".";"*";"*";"13";"X";"al";;;;;;"H";0
1067;"Rhinanthus minor";"Kleine ratelaar";"L.";"Rhinanthus minor L.";"RHINAMIN";"104";"19";" 3";" 2";"1";"1";"1";" 578";" 282";"  1";;;"7";"6";;;"1";"TW";"65";;;"40";"S";"lw";"  10";"  50";;"C";"F";"43";"o";" 9";"12";"12";"5";" 9";"5";"7";"5";"3";"X";"X";"3";"0";"0";"5";"9";"9";"9";"75";"613";"0";"30Bb02";"54000";"G42";"G43";"G62";"G63";;;;;;;"2";"99";;;;"0";;"3";"IH";;;"Z";"c";"3";"4";"4";"4";"2";"1";"A";".";"*";"*";"13";"M";"mo";;;;;;"H";0
1068;"Rhynchospora alba";"Witte snavelbies";"(L.) Vahl";"Rhynchospora alba (L.) Vahl";"RHYNCALB";"131";" 6";" 1";" 2";"1";"1";"1";" 398";" 273";"  1";;;"6";"6";;;"6";"B";"53";;;"20";"S";"ly";"  15";"  50";;"C";"O";"32";"o";" 1";"11";"12";"6";" 8";"2";"8";"5";"3";" 9=";"3";"2";"0";"0";"2";"9";"9";"9";"74";"704";"8";"28Aa01";"17110";"P21";;;;;;;;;;"1";"99";;;;"0";;;"W";;;;"c";"2";"4";"4";"2";"1";"+";"A";"*";"*";"*";"134";"X";"al";;;;;;"H";0
1069;"Rhynchospora fusca";"Bruine snavelbies";"(L.) Aiton fil.";"Rhynchospora fusca (L.) Aiton fil.";"RHYNCFUS";"131";" 6";" 2";" 2";"1";"1";"1";" 359";" 196";"  1";;;"6";"5";;;"6";"HB";"52";;;"20";"S";"ly";"  10";"  30";;"C";"O";"32";"o";" 1";;"13";"6";" 8";"2";"8";"5";"2";" 9=";"1";"2";"0";"0";"2";"9";"9";"9";"74";"704";"0";"29Aa01";"17110";"P21";;;;;;;;;;"1";"99";;;;"0";;"3";"W";;;;"c";"1";"3";"3";"+";"0";"+";"A";"*";"*";".";"134";"M";"sm";;;;;;"H";0
1070;"Ribes nigrum";"Zwarte bes";"L.";"Ribes nigrum L.";"RIBESNIG";" 48";" 6";" 3";" 2";"1";"1";"18";" 235";" 557";"  1";;;"6";"7";;;"7";"P";"73";;;"42";"S";"ha";"  60";" 150";;"C";"A+R";"51";"n";" 4";;"32";"4";" 5";"3";"4";"X";"7";" 9=";"6";"5";"0";"0";;"9";"9";"9";"91";"901";"0";"35Aa01";"82110";"H27";;;;;;;;;;"1";"11";"16";"30";;"0";;;"IH";;;;"c";"3";"3";"4";"4";"+";"0";"A";".";"*";"*";"13";"X";"sm";;;;;;"H";0
1071;"Ribes rubrum";"Aalbes";"L.";"Ribes rubrum L.";"RIBESRUB";" 48";" 6";" 4";" 2";"1";"1";"18";" 132";" 788";"  1";;;"6";"8";;;"7";"P";"73";;;"43";"S";"ha";"  90";" 150";;"C";"V:F";"51";"r";" 4";;"12";"4";" 5";"4";"4";"6";"7";" 8";"6";"6";"0";"0";;"9";"9";"9";"91";"908";"0";"38Aa";"84330";"H27";"H28";"H42";"H47";;;;;;;"2";"11";"30";;;"0";;;"IH";;;;"c";"0";"2";"2";"0";"0";"+";"A";".";"*";".";"3";"ADE";"sm";;;;;;"H";0
1072;"Ribes uva-crispa";"Kruisbes";"L.";"Ribes uva-crispa L.";"RIBESUVA";" 48";" 6";" 1";" 2";"1";"1";"18";" 175";" 581";"  1";;;"6";"7";;;"7";"P";"73";;;"40";"S";"ha";"  60";" 120";;"C";"V/P";"51";"v";" 4";;"12";"4";" 4";"5";"4";"5";"2";"X";"X";"6";"0";"0";;"9";"9";"9";"84";"805";"0";"34";"    0";"H43";;;;;;;;;;"1";"11";"30";;;"0";;;"ID";"IH";;;"c";"1";"4";"4";"3";"1";"2";"A";".";"*";".";"3";"E";"mo";;;;;;"H";0
1073;"Elymus caninus";"Hondstarwegras";"(L.) L.";"Elymus caninus (L.) L.";"ELYMUCAN";"126";"21";" 1";" 2";"1";"1";"12";"  48";"  43";"  1";;;"4";"4";;;"6";"H";"54";;;"40";"S";"ly";"  50";" 200";;"C";"O";"31";"o";" 1";;"12   ?";"6";" 7";"6";"6";"6";"3";" 6";"7";"8";"0";"0";;"9";"9";"9";"92";"909";"0";"38Aa";"84330";"H28";;;;;;;;;;"1";"99";;;;"0";;"4";"W";;;;"c";"4";"4";"4";"4";"3";"1";"A";".";"*";"*";"13";"M";"mo";;;;;;"H";0
1074;"Rorippa amphibia";"Gele waterkers";"(L.) Besser";"Rorippa amphibia (L.) Besser";"RORIPAMP";" 44";"11";" 8";" 2";"1";"1";"1";" 934";"1243";"  1";;;"8";"9";;;"6";"B";"65";;;"20";"S";"ve";"  40";" 120";;"C";"F:U";"43";"o";" 1";"33";"12";"5";" 6";"2";"7";"6";"7";"10";"7";"8";"0";"0";;"1";"2";"0";"43";"501";"4";"19Bb";"15110";"R28";"V17";"V18";;;;;;;;"2";"99";;;;"0";;;"ID";"IH";;"Z";"s";"1";"3";"4";"4";"3";"1";"A";".";"*";"*";"13";"X";"ni";"4";"5";"1";"3";;"H";0
1075;"Rorippa austriaca";"Oostenrijkse kers";"(Crantz) Besser";"Rorippa austriaca (Crantz) Besser";"RORIPAUS";" 44";"11";" 7";" 2";"1";"1";"32";"  18";"  62";"103";"104";"202";"3";"4";;;"6";"H";"65";;;;"S";"lc";"  30";"  90";;"C";"F";"43";"o";" 1";;"01";"6";" 8";"5";"8";"7";"4";" 7=";"8";"8";"0";"0";;"9";"9";"9";"21";"601";;;;"R28";"R48";;;;;;;;;"1";"99";;;;"0";;;"I";;;"Z";"m";"0";"+";"2";"3";"3";"+";"A";".";"*";".";"3";"X";"co";;;;;;"H";0
1076;"Rorippa palustris";"Moeraskers";"(L.) Besser";"Rorippa palustris (L.) Besser";"RORIPPAL";" 44";"11";" 4";" 2";"1";"1";"1";" 819";"1309";"  1";;;"8";"9";;;"1+8";"T";"65";;;"20";"S";"ve";"  20";"  60";;"C";"F";"43";"o";" 1";"33";"12";"6";" 9";"4";"7";"X";"X";" 8=";"X";"8";"0";"0";;"9";"9";"9";"22";"310";"4";"11A";"32110";"P28";"P48";;;;;;;;;"1";"99";;;;"0";;;"ID";;;"Z";"c";"4";"4";"4";"4";"2";"0";"A";"*";"*";"*";"35";"A";"sa";;;;;;"H";0
1077;"Rorippa x anceps";"Middelste waterkers";"(Wahlenberg) Reichenbach";"Rorippa x anceps (Wahlenberg) Reichenbach";"RORIP*AN";" 44";"11";" 6";" 8";"0";"1";"1";;;"  1";;;;;;;"6";"H";"65";;;"20";"S";"ve";"  30";"  90";;"C";"F";"43";"o";;;;"5";" 9";"2";"7";"6";"4";" 9=";"9";"8";"0";"0";;"9";"9";"9";"21";;"0";"11Ab";"15140";;;;;;;;;;;;"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
1078;"Rorippa sylvestris";"Akkerkers";"(L.) Besser";"Rorippa sylvestris (L.) Besser";"RORIPSYL";" 44";"11";" 5";" 2";"1";"1";"1";" 584";"1112";"  1";;;"7";"8";;;"6";"H";"65";;;"40";"S";"ve";"  20";"  45";;"C";"F";"43";"o";" 1";"35";"12";"6";" 9";"4";"6";"6";"3";" 8=";"8";"6";"0";"0";"5";"9";"9";"9";"21";"601";"0";"16Ab02";"37210";"P28";"P48";"G48";;;;;;;;"2";"99";;;;"0";;;"ID";;;"Z";"c";"1";"4";"4";"4";"4";"3";"A";".";"*";"*";"35";"X";"sa";;;;;;"H";0
1080;"Rosa arvensis";"Bosroos";"Hudson";"Rosa arvensis Hudson";"ROSA ARV";" 50";" 5";" 1";" 2";"1";"1";"1";"  26";"   8";"  1";;;"3";"2";;;"7";"P";"72";"31";;"40";"S";"vs";"  50";" 200";;"C";"A";"62";"r";" 4";;"12";"6";" 7";"7";"5";"5";"2";" 5";"7";"5";"0";"0";;"9";"9";"9";"94";"909";"2";"38Ab01";"84320";"H43";"H47";;;;;;;;;"1";"99";;;;"0";"+";"1";"I2";"A";;"Z";"m";"0";"3";"3";"0";"1";"1";"A";".";"*";".";"13";"M";"mo";;;;;;"H";0
1083;"Rosa pimpinellifolia";"Duinroosje";"L.";"Rosa pimpinellifolia L.";"ROSA PIM";" 50";" 5";" 3";" 2";"1";"1";"17";"  67";"  59";"  1";;;"4";"4";;;"7";"ZPG";"71";;;"40";"W";"vs";"  10";"  90";;"C";"A";"62";"n";" 4";;"12";"5";" 6";"7";"8";"6";"5";" 4";"8";"3";"0";"0";"3";"9";"9";"9";"83";"803";;;"61120";"G62";"G63";"H63";;;;;;;;"2";"99";;;;"0";;;"I2";"A";;"Z";"s";"+";"4";"3";"1";"3";"1";"A";".";"*";"*";"13";"CG";"sa";;;;;;"H";0
1085;"Rosa rugosa";"Rimpelroos";"Thunberg";"Rosa rugosa Thunberg";"ROSA RUG";" 50";" 5";" 5";" 2";"1";"1";"37";;;"204";;;"5";"6";"  22";" 371";"7";"P";"72";;;;"S";"vs";" 100";" 200";;"C";"R:P";"62";"r";" 4";;"13";"6";"13";"7";;;;;;;;;;"9";"9";"9";"84";"912";;;;"H63";"H69";;;;;;;;;"1";"99";;;;"0";;;"I";"A";;"Z";"b";"1";"3";"2";"0";"0";"0";"A";".";".";"*";"6";"E";;;;;;;"H";0
1088;"Rubia tinctorum";"Meekrap";"L.";"Rubia tinctorum L.";"RUBIATIN";" 94";" 5";" 1";" 2";"1";"1";"3";"  11";"   4";"111";;;"2";"1";;;"6";"C";"65";;;;;"lc";"  60";"  90";;"D";"F:V";"52";"n";" 1";;"12   ?";"6";" 7";"7";;;;;;;;;;"9";"9";"9";"17";"403";;;;"R47";;;;;;;;;;"1";"16";"21";;;"0";"+";"1";"IC";"ID";;;"b";"0";"1";"2";"0";"1";"3";"A";".";"*";".";"6";"DM";"co";;;;;;"H";0
1089;"Rubus caesius";"Dauwbraam";"L.";"Rubus caesius L.";"RUBUSCAE";" 50";" 4";" 7";" 2";"1";"1";"1";" 775";" 948";"  1";;;"8";"8";;;"7";"ZH";"71";;;"40";"W";"vs";"  20";"  50";;"C";"A";"52";"c";" 4";"55";"32/11";"5";" 7";"7";"6";"5";"4";"X";"8";"7";"0";"0";"2";"9";"9";"9";"84";"804";;;"35210";"G43";"G63";"R47";"H27";"H47";"H63";;;;;"2";"99";;;;"0";;;"I1";;;;"c";"1";"4";"4";"4";"4";"2";"A";".";"*";"*";"13";"X";"mo";;;;;;"H";0
1091;"Rubus idaeus";"Framboos";"L.";"Rubus idaeus L.";"RUBUSIDA";" 50";" 4";" 4";" 2";"1";"1";"18";" 650";" 965";"  1";;;"7";"8";;;"7";"P";"73";"62";;"40";"S";"vs";"  60";" 150";;"C";"A";"52";"r";" 4";;;"5";" 7";"7";"7";"X";"X";"X";"X";"6";"0";"0";"2";"9";"9";"9";"81";"804";"0";"34Ba";"62100";"R47";"H42";"H47";;;;;;;;"2";"11";"16";"30";;"0";;;"ID";"IH";;"Z";"c";"4";"4";"4";"4";"3";"2";"A";"*";"*";"*";"13";"X";"sa";;;;;;"H";0
1092;"Rubus saxatilis";"Steenbraam";"L.";"Rubus saxatilis L.";"RUBUSSAX";" 50";" 4";" 2";" 2";"1";"1";"1";"   2";"   2";"  1";;;"1";"1";;;"7";"C";"31";;;"45";"W";"vs";"  10";"  30";;"C";"A";"52";"r";" 4";;;"5";" 6";"7";"7";"X";"7";" 6";"7";"4";"0";"0";;"9";"9";"9";"95";"904";"0";"37Aa02";"    0";"H47";;;;;;;;;;"1";"99";;;;"0";"+";"1";"ID";"IH";;"Z";"m";"4";"2";"4";"4";"2";"+";"A";".";"*";"*";"134";"M";"al";;;;;;"H";0
1093;"Rumex acetosa";"Veldzuring";"L.";"Rumex acetosa L.";"RUMEXACE";" 32";" 4";" 5";" 2";"1";"1";"1";"1604";"1563";"  1";;;"9";"9";;;"6";"H";"64";;;"40";"W";"lc";"  50";" 100";;"B";"O";"32";"o";" 1";"15";"12";"5";" 6";"7";"8";"X";"X";"X";"X";"6";"4";"1";"6";"9";"9";"9";"51";"611";"0";"25";"54000";"G27";"G47";;;;;;;;;"1";" 6";"16";;;"0";;;"W";;;"Z";"c";"4";"4";"4";"4";"3";"3";"A";".";"*";"*";"1235";"B";"sa";;;;;;"H";3
1094;"Rumex acetosella";"Schapezuring";"L.";"Rumex acetosella L.";"RUMEXACT";" 32";" 4";" 1";" 2";"1";"1";"1";"1316";"1437";"  1";;;"9";"9";;;"6";"H";"64";;;"45";"W";"lc";"  10";"  60";;"B";"O";"32";"o";" 1";"34";"01/12";"5";"13";"7";"8";"5";"3";" 4";"2";"2";"4";"1";"7";"9";"9";"9";"64";"604";;;"51000";"P61";"P62";"P67";;;;;;;;"2";"99";;;;"0";;;"W";;;"Z";"c";"4";"4";"4";"4";"3";"4";"A";".";"*";"*";"1235";"X";"sa";;;;;;"H";0
1095;"Rumex x pratensis";"Bermzuring";"Mertens & Koch";"Rumex x pratensis Mertens & Koch";"RUMEX*PR";" 32";" 4";"13";" 8";"1";"1";"1";;;"  1";;;"5";"5";;;"6";"H";"65";;;;;"lw";"  80";" 150";;"C";"O";"32";"o";" 1";;;"5";"10";"7";;;;;;;;;;"9";"9";"9";"17";"403";"0";"17";;"P48";"G48";;;;;;;;;"1";"99";;;;"0";;;;;;;;;;;;;;;;;;;;;;;;;;"H";0
1096;"Rumex aquaticus";"Paardezuring";"L.";"Rumex aquaticus L.";"RUMEXAQU";" 32";" 4";" 6";" 2";"1";"1";"1";"  19";"   0";"  2";;;"2";"0";;;"6";"HB";"65";;;"20";"S";"lw";" 100";" 150";;"C";"O";"32";"o";" 1";;"12";"7";" 8";"2";"7";"6";"7";" 8=";"7";"8";"0";"0";;"9";"9";"9";"44";"505";"0";"17Ba";"15110";;;;;;;;;;;;"99";;;;"0";"+";"0";"W";;;"Z";"m";"4";"+";"4";"4";"1";"+";"A";"*";"*";"*";"1235";"LM";"co";;;;;;"H";0
1097;"Rumex conglomeratus";"Kluwenzuring";"Murray";"Rumex conglomeratus Murray";"RUMEXCON";" 32";" 4";" 9";" 2";"1";"1";"1";" 948";"1074";"  1";;;"8";"8";;;"6";"HB";"65";;;"43";"W";"lc";"  50";" 100";;"C";"O";"32";"o";" 1";;"12";"6";" 8";"5";"8";"6";"3";" 7";"X";"8";"0";"0";;"9";"9";"9";"21";"601";;;"    0";"G28";"H28";;;;;;;;;"1";"99";;;;"0";;;"W";;;"Z";"c";"0";"4";"4";"1";"2";"4";"A";".";"*";"*";"123";"X";"sm";;;;;;"H";0
1098;"Rumex crispus";"Krulzuring";"L.";"Rumex crispus L.";"RUMEXCRI";" 32";" 4";"10";" 2";"1";"1";"1";"1366";"1533";"  1";;;"9";"9";;;"6";"HB";"65";;;"40";"W";"lc";" 100";" 150";;"C";"O";"32";"o";" 1";"55";"12";"5";"10";"7";"7";"5";"3";" 7*";"X";"5";"0";"0";"6";"9";"9";"9";"21";"602";"0";"16Ab";"37210";"P48";"bP40";"G48";;;;;;;;"2";"99";;;;"0";;;"W";;;"Z";"c";"3";"4";"4";"4";"3";"4";"A";".";"*";"*";"235";"X";"mo";;;;;;"H";3
1099;"Rumex hydrolapathum";"Waterzuring";"Hudson";"Rumex hydrolapathum Hudson";"RUMEXHYD";" 32";" 4";"12";" 2";"1";"1";"1";"1147";"1251";"  1";;;"8";"9";;;"6";"B";"65";;;"20";"S";"lc";" 100";" 150";;"C";"O";"32";"o";" 1";"44";"12";"7";" 8";"2";"7";"6";"3";"10";"7";"7";"0";"0";;"1";"2";"0";"43";"502";"0";"19";"15110";"V17";"V18";;;;;;;;;"1";"99";;;;"0";;;"W";;;"Z";"c";"+";"3";"4";"4";"2";"+";"A";".";"*";".";"123";"X";"pl";"5";"5";"1";;;"H";0
