"scientname_hill";"scientname_belgium";"status";"BRC";"LO";"LOopm";"L";"Lopm";"FO";"FOopm";"F";"Fopm";"RO";"ROopm";"R";"Ropm";"NO";"NOopm";"N";"Nopm";"SO";"SOopm";"S";"Sopm";"LOtext";"Ltext";"Ltexts";"FOtext";"Ftext";"Ftexts";"ROtext";"Rtext";"Rtexts";"NOtext";"Ntext";"Ntexts";"SOtext";"Stext";"Stexts";"Id_Hill"
"Spartina maritima";"Spartina maritima (Curt.) Fernald";;"1985";;"–";9,00;"+";;"–";9,00;;;"–";8,00;;;"–";5,00;;;"–";6,00;"+";"–";9,00;"+";"–";9,00;;"–";8,00;;"–";5,00;;"–";6,00;"+";1585
"Spergula arvensis";"Spergula arvensis L.";;"1987";;"–";7,00;;;"–";4,00;;;"–";5,00;"+";;"–";5,00;;;"–";0,00;;"–";7,00;;"–";4,00;;"–";5,00;"+";"–";5,00;;"–";0,00;;1586
"Spergularia bocconei";;;"1989";;"–";9,00;"+";;"–";4,00;"+";;"–";6,00;"+";;"–";7,00;"+";;"–";0,00;;"–";9,00;"+";"–";4,00;"+";"–";6,00;"+";"–";7,00;"+";"–";0,00;;1587
"Spergularia marina";"Spergularia marina (L.) Besser";;"1990";7,00;;8,00;;7,00;;8,00;;9,00;;8,00;;;"•";6,00;;9,00;;5,00;"+";"7";8,00;;"7";8,00;;"9";8,00;;"•";6,00;;"9";5,00;"+";1588
"Spergularia media";"Spergularia media (L.) C. Presl subsp. angustata (Clavaud) Kerguélen et Lambinon";;"1991";7,00;;8,00;"+";7,00;;8,00;;7,00;;8,00;;5,00;;5,00;;8,00;;5,00;"+";"7";8,00;"+";"7";8,00;;"7";8,00;;"5";5,00;;"8";5,00;"+";1589
"Spergularia rubra";"Spergularia rubra (L.) J. et C. Presl";;"1992";7,00;;8,00;;5,00;;3,00;"!";3,00;;4,00;;4,00;;2,00;"!";0,00;;0,00;;"7";8,00;;"5";3,00;"7";"3";4,00;;"4";2,00;"7";"0";0,00;;1590
"Spergularia rupicola";;;"1993";;"–";9,00;;;"–";6,00;;;"–";6,00;"+";;"–";5,00;;;"–";3,00;"+";"–";9,00;;"–";6,00;;"–";6,00;"+";"–";5,00;;"–";3,00;"+";1591
"Spiranthes romanzoffiana";;;"1996";;"–";8,00;"+";;"–";8,00;"+";;"–";6,00;"+";;"–";4,00;"+";;"–";0,00;;"–";8,00;"+";"–";8,00;"+";"–";6,00;"+";"–";4,00;"+";"–";0,00;;1592
"Spiranthes spiralis";"Spiranthes spiralis (L.) Chevall.";;"1997";8,00;;8,00;;4,00;;4,00;;5,00;;6,00;;2,00;;3,00;;0,00;;0,00;;"8";8,00;;"4";4,00;;"5";6,00;;"2";3,00;;"0";0,00;;1593
"Spirodela polyrhiza";"Spirodela polyrhiza (L.) Schleid.";;"1127";7,00;;7,00;;11,00;;11,00;"*";6,00;;7,00;;6,00;;7,00;;1,00;;1,00;"+";"7";7,00;;"11";1,00;"1";"6";7,00;;"6";7,00;;"1";1,00;"+";1594
"Stachys alpina";"Stachys alpina L.";;"1998";7,00;;7,00;"°";5,00;;5,00;"°";9,00;;8,00;"+";8,00;;7,00;"+";0,00;;0,00;"°";"7";7,00;"3";"5";5,00;"3";"9";8,00;"+";"8";7,00;"+";"0";0,00;"3";1595
"Stachys arvensis";"Stachys arvensis (L.) L.";;"2001";7,00;;8,00;"+";5,00;;5,00;;3,00;;5,00;"+";6,00;;5,00;;0,00;;0,00;;"7";8,00;"+";"5";5,00;;"3";5,00;"+";"6";5,00;;"0";0,00;;1596
"Stachys germanica";"Stachys germanica L.";;"2002";7,00;;7,00;"°";3,00;;3,00;"°";8,00;;8,00;"°";5,00;;5,00;"°";0,00;;0,00;"°";"7";7,00;"3";"3";3,00;"3";"8";8,00;"3";"5";5,00;"3";"0";0,00;"3";1597
"Stachys officinalis";"Stachys officinalis (L.) Trev.";;"237";7,00;;7,00;"+";;"•";5,00;;;"•";5,00;;3,00;;3,00;;0,00;;0,00;;"7";7,00;"+";"•";5,00;;"•";5,00;;"3";3,00;;"0";0,00;;1598
"Stachys palustris";"Stachys palustris L.";;"2003";7,00;;7,00;;7,00;;8,00;;7,00;;7,00;;6,00;;7,00;;0,00;;0,00;;"7";7,00;;"7";8,00;;"7";7,00;;"6";7,00;;"0";0,00;;1599
"Stachys sylvatica";"Stachys sylvatica L.";;"2005";4,00;;6,00;"!";7,00;;6,00;;7,00;;7,00;;7,00;;8,00;;0,00;;0,00;;"4";6,00;"7";"7";6,00;;"7";7,00;;"7";8,00;;"0";0,00;;1600
"Stachys x ambigua";"Stachys x ambigua Smith";6,00;"1999";;"–";7,00;"+";;"–";6,00;;;"–";6,00;;;"–";6,00;;;"–";1,00;;"–";7,00;"+";"–";6,00;;"–";6,00;;"–";6,00;;"–";1,00;;1601
"Stellaria graminea";"Stellaria graminea L.";;"2009";6,00;;7,00;;5,00;;6,00;;4,00;;5,00;;3,00;;4,00;"+";0,00;;0,00;;"6";7,00;;"5";6,00;;"4";5,00;;"3";4,00;"+";"0";0,00;;1602
"Stellaria holostea";"Stellaria holostea L.";;"2010";5,00;;5,00;;5,00;;5,00;;6,00;;6,00;;5,00;;6,00;;0,00;;0,00;;"5";5,00;;"5";5,00;;"6";6,00;;"5";6,00;;"0";0,00;;1603
"Stellaria media";"Stellaria media (L.) Vill.";;"2012";6,00;;7,00;;;"•";5,00;;7,00;;6,00;;8,00;;7,00;;0,00;;0,00;;"6";7,00;;"•";5,00;;"7";6,00;;"8";7,00;;"0";0,00;;1604
"Stellaria neglecta";"Stellaria media (L.) Vill. subsp. neglecta (Weihe) Gremli";;"2013";;"–";6,00;"+";;"–";7,00;;;"–";6,00;"+";;"–";7,00;;;"–";0,00;;"–";6,00;"+";"–";7,00;;"–";6,00;"+";"–";7,00;;"–";0,00;;1605
"Stellaria nemorum";"Stellaria nemorum L.";;"2014";4,00;;4,00;"+";7,00;;6,00;;5,00;;6,00;"+";7,00;;7,00;"+";0,00;;0,00;;"4";4,00;"+";"7";6,00;;"5";6,00;"+";"7";7,00;"+";"0";0,00;;1606
"Stellaria pallida";"Stellaria pallida (Dum.) Piré";;"2008";;"–";7,00;"+";;"–";4,00;"+";;"–";4,00;"+";;"–";4,00;"+";;"–";0,00;;"–";7,00;"+";"–";4,00;"+";"–";4,00;"+";"–";4,00;"+";"–";0,00;;1607
"Stellaria palustris";"Stellaria palustris Retz.";;"2015";5,00;;7,00;"!";9,00;;8,00;;4,00;;6,00;"!";2,00;;4,00;"+";0,00;;0,00;;"5";7,00;"7";"9";8,00;;"4";6,00;"7";"2";4,00;"+";"0";0,00;;1608
"Stellaria uliginosa";"Stellaria alsine Grimm";;"2007";5,00;;7,00;"!";8,00;;8,00;;4,00;;5,00;;4,00;;5,00;;0,00;;0,00;;"5";7,00;"7";"8";8,00;;"4";5,00;;"4";5,00;;"0";0,00;;1609
"Stratiotes aloides";"Stratiotes aloides L.";;"2017";7,00;;7,00;;11,00;;11,00;"*";8,00;;7,00;;6,00;;6,00;;0,00;;1,00;;"7";7,00;;"11";1,00;"1";"8";7,00;;"6";6,00;;"0";1,00;;1610
"Suaeda maritima";"Suaeda maritima (L.) Dum.";;"2019";8,00;;9,00;;8,00;;8,00;;7,00;;8,00;;7,00;;6,00;;8,00;;7,00;"+";"8";9,00;;"8";8,00;;"7";8,00;;"7";6,00;;"8";7,00;"+";1611
"Suaeda vera";"Suaeda vera Forssk. ex J.F. Gmel.";;"2018";;"–";9,00;;;"–";7,00;;;"–";8,00;;;"–";5,00;;;"–";5,00;"+";"–";9,00;;"–";7,00;;"–";8,00;;"–";5,00;;"–";5,00;"+";1612
"Subularia aquatica";"Subularia aquatica L.";;"2020";8,00;;7,00;;10,00;;10,00;"*";2,00;;5,00;"*";1,00;;2,00;;0,00;;0,00;;"8";7,00;;"10";1,00;"1";"2";5,00;"Q";"1";2,00;;"0";0,00;;1613
"Succisa pratensis";"Succisa pratensis Moench";;"2021";7,00;;7,00;;7,00;;7,00;;;"•";5,00;"+";2,00;;2,00;;0,00;;0,00;;"7";7,00;;"7";7,00;;"•";5,00;"+";"2";2,00;;"0";0,00;;1614
"Symphoricarpos albus";"Symphoricarpos albus (L.) S.F. Blake var. laevigatus (Fernald) S.F. Blake";1,00;"2022";;"–";5,00;;;"–";5,00;;;"–";6,00;;;"–";7,00;;;"–";0,00;;"–";5,00;;"–";5,00;;"–";6,00;;"–";7,00;;"–";0,00;;1615
"Symphytum officinale";"Symphytum officinale L.";;"2024";7,00;;7,00;;7,00;;7,00;;;"•";7,00;;8,00;;8,00;"+";0,00;;0,00;;"7";7,00;;"7";7,00;;"•";7,00;;"8";8,00;"+";"0";0,00;;1616
"Symphytum orientale";;1,00;"2026";;"–";6,00;"+";;"–";4,00;"+";;"–";7,00;"+";;"–";6,00;"+";;"–";0,00;;"–";6,00;"+";"–";4,00;"+";"–";7,00;"+";"–";6,00;"+";"–";0,00;;1617
"Symphytum tuberosum";;;"2028";4,00;;6,00;"!";6,00;;6,00;"+";7,00;;6,00;;5,00;;6,00;;0,00;;0,00;;"4";6,00;"7";"6";6,00;"+";"7";6,00;;"5";6,00;;"0";0,00;;1618
"Symphytum uplandicum";"Symphytum x uplandicum Nyman";1,00;"2025";;"–";6,00;;;"–";5,00;;;"–";7,00;;;"–";7,00;;;"–";0,00;;"–";6,00;;"–";5,00;;"–";7,00;;"–";7,00;;"–";0,00;;1619
"Syringa vulgaris";"Syringa vulgaris L.";1,00;"2029";;"–";6,00;;;"–";5,00;;;"–";6,00;;;"–";5,00;;;"–";0,00;;"–";6,00;;"–";5,00;;"–";6,00;;"–";5,00;;"–";0,00;;1620
"Tamus communis";"Tamus communis L.";;"2032";6,00;;6,00;;5,00;;5,00;;8,00;;7,00;;5,00;;6,00;;0,00;;0,00;;"6";6,00;;"5";5,00;;"8";7,00;;"5";6,00;;"0";0,00;;1621
"Tanacetum parthenium";"Tanacetum parthenium (L.) Schultz-Bip.";1,00;"503";;"–";7,00;;;"–";4,00;;;"–";7,00;;;"–";6,00;"+";;"–";0,00;;"–";7,00;;"–";4,00;;"–";7,00;;"–";6,00;"+";"–";0,00;;1622
"Tanacetum vulgare";"Tanacetum vulgare L.";;"2033";8,00;;7,00;;5,00;;6,00;;8,00;;7,00;;5,00;;7,00;"!";0,00;;0,00;;"8";7,00;;"5";6,00;;"8";7,00;;"5";7,00;"7";"0";0,00;;1623
"Taraxacum officinale agg.";;;"2034";7,00;;7,00;;5,00;;5,00;;;"•";7,00;;7,00;;6,00;"+";1,00;;1,00;"+";"7";7,00;;"5";5,00;;"•";7,00;;"7";6,00;"+";"1";1,00;"+";1624
"Taxus baccata";"Taxus baccata L.";;"2039";4,00;;4,00;"+";5,00;;4,00;;7,00;;7,00;;;"•";5,00;;0,00;;0,00;;"4";4,00;"+";"5";4,00;;"7";7,00;;"•";5,00;;"0";0,00;;1625
"Teesdalia nudicaulis";"Teesdalia nudicaulis (L.) R. Brown";;"2041";8,00;;8,00;;3,00;;3,00;;1,00;;2,00;"+";1,00;;2,00;;0,00;;0,00;;"8";8,00;;"3";3,00;;"1";2,00;"+";"1";2,00;;"0";0,00;;1626
"Tellima grandiflora";"Tellima grandiflora (Pursh) Dougl. ex Lindl.";1,00;"2435";;"–";3,00;"+";;"–";8,00;"+";;"–";6,00;"+";;"–";4,00;"+";;"–";0,00;;"–";3,00;"+";"–";8,00;"+";"–";6,00;"+";"–";4,00;"+";"–";0,00;;1627
"Tephroseris integrifolia";;;"5397";7,00;;7,00;;4,00;;3,00;;8,00;;8,00;;;"•";3,00;;0,00;;0,00;;"7";7,00;;"4";3,00;;"8";8,00;;"•";3,00;;"0";0,00;;1628
"Teucrium botrys";"Teucrium botrys L.";;"2043";9,00;;9,00;"°";2,00;;2,00;"°";8,00;;8,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"9";9,00;"3";"2";2,00;"3";"8";8,00;"3";"2";2,00;"3";"0";0,00;"3";1629
"Teucrium chamaedrys";"Teucrium chamaedrys L.";;"2044";7,00;;8,00;"+";2,00;;2,00;"°";8,00;;8,00;"°";1,00;;1,00;"°";0,00;;0,00;"°";"7";8,00;"+";"2";2,00;"3";"8";8,00;"3";"1";1,00;"3";"0";0,00;"3";1630
"Teucrium scordium";"Teucrium scordium L.";;"2045";7,00;;7,00;"°";8,00;;8,00;"°";8,00;;8,00;"°";4,00;;4,00;"°";1,00;;1,00;"°";"7";7,00;"3";"8";8,00;"3";"8";8,00;"3";"4";4,00;"3";"1";1,00;"3";1631
"Teucrium scorodonia";"Teucrium scorodonia L.";;"2046";6,00;;6,00;"+";4,00;;4,00;;2,00;;4,00;"!";3,00;;3,00;;0,00;;0,00;;"6";6,00;"+";"4";4,00;;"2";4,00;"7";"3";3,00;;"0";0,00;;1632
"Thalictrum alpinum";;;"2047";;"–";8,00;;;"–";7,00;;;"–";6,00;;;"–";3,00;;;"–";0,00;;"–";8,00;;"–";7,00;;"–";6,00;;"–";3,00;;"–";0,00;;1633
"Thalictrum flavum";"Thalictrum flavum L.";;"2048";7,00;;7,00;;8,00;;8,00;"+";8,00;;7,00;;5,00;;5,00;;0,00;;0,00;;"7";7,00;;"8";8,00;"+";"8";7,00;;"5";5,00;;"0";0,00;;1634
"Thalictrum minus";"Thalictrum minus L.";;"2049";6,00;;7,00;;3,00;;4,00;;8,00;;6,00;"!";3,00;;3,00;;0,00;;0,00;;"6";7,00;;"3";4,00;;"8";6,00;"7";"3";3,00;;"0";0,00;;1635
"Thelypteris palustris";"Thelypteris palustris Schott";;"2052";5,00;;6,00;"+";8,00;;8,00;"+";5,00;;7,00;"!";6,00;;5,00;;0,00;;0,00;;"5";6,00;"+";"8";8,00;"+";"5";7,00;"7";"6";5,00;;"0";0,00;;1636
"Thesium humifusum";"Thesium humifusum DC.";;"2055";;"–";8,00;"+";;"–";3,00;;;"–";8,00;;;"–";3,00;;;"–";0,00;;"–";8,00;"+";"–";3,00;;"–";8,00;;"–";3,00;;"–";0,00;;1637
"Thlaspi arvense";"Thlaspi arvense L.";;"2058";6,00;;7,00;;5,00;;4,00;;7,00;;7,00;;6,00;;6,00;;0,00;;0,00;;"6";7,00;;"5";4,00;;"7";7,00;;"6";6,00;;"0";0,00;;1638
"Thlaspi caerulescens";"Thlaspi caerulescens J. et C. Presl";;"2057";8,00;;8,00;;5,00;;4,00;;6,00;;6,00;;1,00;;1,00;;0,00;;0,00;;"8";8,00;;"5";4,00;;"6";6,00;;"1";1,00;;"0";0,00;;1639
"Thlaspi perfoliatum";"Thlaspi perfoliatum L.";;"2059";8,00;;8,00;"°";4,00;;4,00;"°";8,00;;8,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"8";8,00;"3";"4";4,00;"3";"8";8,00;"3";"2";2,00;"3";"0";0,00;"3";1640
"Thuja plicata";"Thuja plicata Donn ex D. Don";1,00;"2403";;"–";4,00;;;"–";5,00;;;"–";5,00;"+";;"–";4,00;;;"–";0,00;;"–";4,00;;"–";5,00;;"–";5,00;"+";"–";4,00;;"–";0,00;;1641
"Thymus polytrichus";;;"2060";8,00;;8,00;;3,00;;4,00;;8,00;;6,00;"+";1,00;;2,00;;0,00;;0,00;;"8";8,00;;"3";4,00;;"8";6,00;"+";"1";2,00;;"0";0,00;;1642
"Thymus pulegioides";"Thymus pulegioides L.";;"2061";8,00;;8,00;;4,00;;4,00;;;"•";8,00;;1,00;;2,00;"+";0,00;;0,00;;"8";8,00;;"4";4,00;;"•";8,00;;"1";2,00;"+";"0";0,00;;1643
"Thymus serpyllum";"Thymus serpyllum L.";;"2062";7,00;;8,00;;2,00;;2,00;"+";5,00;;5,00;"+";1,00;;2,00;;0,00;;0,00;;"7";8,00;;"2";2,00;"+";"5";5,00;"+";"1";2,00;;"0";0,00;;1644
"Tilia cordata";"Tilia cordata Mill.";;"2063";5,00;;5,00;"+";5,00;;5,00;;;"•";6,00;;5,00;;5,00;;0,00;;0,00;;"5";5,00;"+";"5";5,00;;"•";6,00;;"5";5,00;;"0";0,00;;1645
"Tilia platyphyllos";"Tilia platyphyllos Scop.";;"2064";4,00;;4,00;;6,00;;5,00;;;"•";7,00;;7,00;;6,00;;0,00;;0,00;;"4";4,00;;"6";5,00;;"•";7,00;;"7";6,00;;"0";0,00;;1646
"Tilia x vulgaris";"Tilia x europaea L.";6,00;"2065";;"–";5,00;;;"–";5,00;;;"–";6,00;;;"–";6,00;;;"–";0,00;;"–";5,00;;"–";5,00;;"–";6,00;;"–";6,00;;"–";0,00;;1647
"Tofieldia pusilla";;;"2066";8,00;;8,00;;8,00;;9,00;;7,00;;7,00;;1,00;;2,00;;0,00;;0,00;;"8";8,00;;"8";9,00;;"7";7,00;;"1";2,00;;"0";0,00;;1648
"Tolmiea menziesii";"Tolmiea menziesii (Pursh) Torr. et A. Gray";1,00;"2436";;"–";3,00;;;"–";6,00;;;"–";7,00;;;"–";7,00;"+";;"–";0,00;;"–";3,00;;"–";6,00;;"–";7,00;;"–";7,00;"+";"–";0,00;;1649
"Tordylium maximum";"Tordylium maximum L.";2,00;"2067";7,00;;7,00;"°";3,00;;3,00;"°";5,00;;6,00;"+";5,00;;5,00;"°";0,00;;0,00;"°";"7";7,00;"3";"3";3,00;"3";"5";6,00;"+";"5";5,00;"3";"0";0,00;"3";1650
"Torilis arvensis";"Torilis arvensis (Huds.) Link";2,00;"2068";7,00;;8,00;"+";4,00;;4,00;"°";9,00;;8,00;"+";4,00;;4,00;"°";0,00;;0,00;"°";"7";8,00;"+";"4";4,00;"3";"9";8,00;"+";"4";4,00;"3";"0";0,00;"3";1651
"Torilis japonica";"Torilis japonica (Houtt.) DC.";;"2069";6,00;;7,00;;5,00;;5,00;;8,00;;7,00;;8,00;;7,00;;0,00;;0,00;;"6";7,00;;"5";5,00;;"8";7,00;;"8";7,00;;"0";0,00;;1652
"Torilis nodosa";"Torilis nodosa (L.) Gaertn.";;"2070";8,00;;8,00;;4,00;;5,00;;7,00;;7,00;;6,00;;6,00;;0,00;;1,00;"+";"8";8,00;;"4";5,00;;"7";7,00;;"6";6,00;;"0";1,00;"+";1653
"Tragopogon pratensis";"Tragopogon pratensis L.";;"2074";7,00;;8,00;;4,00;;4,00;;7,00;;7,00;;6,00;;5,00;"+";0,00;;0,00;;"7";8,00;;"4";4,00;;"7";7,00;;"6";5,00;"+";"0";0,00;;1654
"Trichomanes speciosum";"Trichomanes speciosum Willd.";;"2075";;"–";2,00;"+";;"–";7,00;"+";;"–";7,00;"+";;"–";3,00;"+";;"–";0,00;;"–";2,00;"+";"–";7,00;"+";"–";7,00;"+";"–";3,00;"+";"–";0,00;;1655
"Trichophorum cespitosum";"Scirpus cespitosus L.";;"1858";8,00;;8,00;;9,00;;8,00;;1,00;;2,00;;1,00;;1,00;;0,00;;0,00;;"8";8,00;;"9";8,00;;"1";2,00;;"1";1,00;;"0";0,00;;1656
"Trientalis europaea";"Trientalis europaea L.";;"2076";5,00;;5,00;;;"•";6,00;;3,00;;3,00;;2,00;;3,00;;0,00;;0,00;;"5";5,00;;"•";6,00;;"3";3,00;;"2";3,00;;"0";0,00;;1657
"Trifolium arvense";"Trifolium arvense L.";;"2077";8,00;;9,00;;3,00;;3,00;"+";2,00;;5,00;"+";1,00;;2,00;"+";0,00;;1,00;;"8";9,00;;"3";3,00;"+";"2";5,00;"+";"1";2,00;"+";"0";1,00;;1658
"Trifolium bocconei";;;"2079";;"–";9,00;"+";;"–";4,00;"+";;"–";5,00;"+";;"–";2,00;"+";;"–";0,00;;"–";9,00;"+";"–";4,00;"+";"–";5,00;"+";"–";2,00;"+";"–";0,00;;1659
"Trifolium campestre";"Trifolium campestre Schreb.";;"2080";8,00;;8,00;;4,00;;4,00;;6,00;;6,00;;3,00;;4,00;;0,00;;0,00;;"8";8,00;;"4";4,00;;"6";6,00;;"3";4,00;;"0";0,00;;1660
"Trifolium dubium";"Trifolium dubium Sibth.";;"2081";6,00;;7,00;;4,00;;4,00;;6,00;;6,00;;4,00;;5,00;;0,00;;0,00;;"6";7,00;;"4";4,00;;"6";6,00;;"4";5,00;;"0";0,00;;1661
"Trifolium fragiferum";"Trifolium fragiferum L.";;"2083";8,00;;8,00;;7,00;;7,00;;8,00;;7,00;;7,00;;6,00;"+";4,00;;2,00;"+";"8";8,00;;"7";7,00;;"8";7,00;;"7";6,00;"+";"4";2,00;"+";1662
"Trifolium glomeratum";"Trifolium glomeratum L.";;"2084";;"–";9,00;"+";;"–";3,00;"+";;"–";5,00;"+";;"–";2,00;"+";;"–";0,00;;"–";9,00;"+";"–";3,00;"+";"–";5,00;"+";"–";2,00;"+";"–";0,00;;1663
"Trifolium hybridum";"Trifolium hybridum L.";1,00;"5459";7,00;;7,00;;6,00;;5,00;;7,00;;7,00;;5,00;;6,00;;0,00;;0,00;;"7";7,00;;"6";5,00;;"7";7,00;;"5";6,00;;"0";0,00;;1664
"Trifolium incarnatum";"Trifolium incarnatum L.";;"7649";;"–";8,00;;;"–";2,00;"+";;"–";5,00;"+";;"–";2,00;"+";;"–";1,00;;"–";8,00;;"–";2,00;"+";"–";5,00;"+";"–";2,00;"+";"–";1,00;;1665
"Trifolium medium";"Trifolium medium L.";;"2087";7,00;;7,00;;4,00;;4,00;;6,00;;6,00;;3,00;;4,00;;0,00;;0,00;;"7";7,00;;"4";4,00;;"6";6,00;;"3";4,00;;"0";0,00;;1666
"Trifolium micranthum";"Trifolium filiforme L.";;"2088";9,00;;8,00;"+";7,00;;5,00;"!";;"•";5,00;;;"•";5,00;;0,00;;0,00;;"9";8,00;"+";"7";5,00;"7";"•";5,00;;"•";5,00;;"0";0,00;;1667
"Trifolium occidentale";;;"2268";;"–";9,00;;;"–";4,00;;;"–";6,00;;;"–";2,00;;;"–";3,00;"+";"–";9,00;;"–";4,00;;"–";6,00;;"–";2,00;;"–";3,00;"+";1668
"Trifolium ochroleucon";"Trifolium ochroleucon Huds.";;"2090";7,00;;7,00;"°";4,00;;5,00;"+";8,00;;8,00;"°";2,00;;2,00;"°";0,00;;0,00;"°";"7";7,00;"3";"4";5,00;"+";"8";8,00;"3";"2";2,00;"3";"0";0,00;"3";1669
"Trifolium ornithopodioides";"Trifolium ornithopodioides L.";;"2103";9,00;;9,00;"°";3,00;;6,00;"+";;"•";5,00;"+";;"•";3,00;"+";0,00;;0,00;"°";"9";9,00;"3";"3";6,00;"+";"•";5,00;"+";"•";3,00;"+";"0";0,00;"3";1670
"Trifolium pratense";"Trifolium pratense L.";;"2091";7,00;;7,00;;5,00;;5,00;;;"•";7,00;;;"•";5,00;;0,00;;0,00;;"7";7,00;;"5";5,00;;"•";7,00;;"•";5,00;;"0";0,00;;1671
"Trifolium repens";"Trifolium repens L.";;"2092";8,00;;7,00;;5,00;;5,00;;6,00;;6,00;;6,00;;6,00;;1,00;;0,00;;"8";7,00;;"5";5,00;;"6";6,00;;"6";6,00;;"1";0,00;;1672
"Trifolium scabrum";"Trifolium scabrum L.";;"2094";9,00;;9,00;;2,00;;3,00;;9,00;;7,00;"!";1,00;;2,00;;0,00;;1,00;;"9";9,00;;"2";3,00;;"9";7,00;"7";"1";2,00;;"0";1,00;;1673
"Trifolium squamosum";"Trifolium squamosum L.";;"2095";;"–";9,00;;;"–";6,00;"+";;"–";7,00;"+";;"–";6,00;;;"–";3,00;"+";"–";9,00;;"–";6,00;"+";"–";7,00;"+";"–";6,00;;"–";3,00;"+";1674
"Trifolium striatum";"Trifolium striatum L.";;"2097";8,00;;8,00;;3,00;;3,00;;2,00;;5,00;"+";1,00;;2,00;;1,00;;0,00;;"8";8,00;;"3";3,00;;"2";5,00;"+";"1";2,00;;"1";0,00;;1675
"Trifolium strictum";;;"2098";;"–";9,00;"+";;"–";2,00;"+";;"–";5,00;"+";;"–";2,00;"+";;"–";0,00;;"–";9,00;"+";"–";2,00;"+";"–";5,00;"+";"–";2,00;"+";"–";0,00;;1676
"Trifolium subterraneum";"Trifolium subterraneum L.";;"2099";;"–";8,00;"+";;"–";3,00;;;"–";4,00;;;"–";2,00;;;"–";0,00;;"–";8,00;"+";"–";3,00;;"–";4,00;;"–";2,00;;"–";0,00;;1677
"Trifolium suffocatum";;;"2100";;"–";8,00;"+";;"–";4,00;"+";;"–";4,00;;;"–";2,00;;;"–";0,00;;"–";8,00;"+";"–";4,00;"+";"–";4,00;;"–";2,00;;"–";0,00;;1678
"Triglochin maritimum";"Triglochin maritimum L.";;"2101";8,00;;8,00;;7,00;;7,00;;;"•";7,00;;5,00;;5,00;;8,00;;4,00;"+";"8";8,00;;"7";7,00;;"•";7,00;;"5";5,00;;"8";4,00;"+";1679
"Triglochin palustre";"Triglochin palustris L.";;"2102";8,00;;8,00;;9,00;;9,00;;;"•";6,00;;1,00;;2,00;;3,00;;2,00;"+";"8";8,00;;"9";9,00;;"•";6,00;;"1";2,00;;"3";2,00;"+";1680
"Trinia glauca";"Trinia glauca (L.) Dum.";;"2104";9,00;;9,00;"+";1,00;;2,00;;8,00;;8,00;;1,00;;1,00;;0,00;;0,00;;"9";9,00;"+";"1";2,00;;"8";8,00;;"1";1,00;;"0";0,00;;1681
"Tripleurospermum inodorum";;;"1241.1";7,00;;8,00;"+";;"•";5,00;;6,00;;6,00;;6,00;;6,00;;0,00;;0,00;;"7";8,00;"+";"•";5,00;;"6";6,00;;"6";6,00;;"0";0,00;;1682
"Tripleurospermum maritimum";"Matricaria maritima L.";;"1241.3";7,00;;8,00;"+";;"•";5,00;;6,00;;6,00;;6,00;;6,00;;0,00;;1,00;;"7";8,00;"+";"•";5,00;;"6";6,00;;"6";6,00;;"0";1,00;;1683
"Trisetum flavescens";"Trisetum flavescens (L.) Beauv.";;"2105";7,00;;7,00;;;"•";4,00;;;"•";7,00;;5,00;;4,00;;0,00;;0,00;;"7";7,00;;"•";4,00;;"•";7,00;;"5";4,00;;"0";0,00;;1684
"Triticum aestivum";"Triticum aestivum L.";1,00;"4367";;"–";8,00;"+";;"–";5,00;;;"–";7,00;;;"–";7,00;;;"–";0,00;;"–";8,00;"+";"–";5,00;;"–";7,00;;"–";7,00;;"–";0,00;;1685
"Trollius europaeus";"Trollius europaeus L.";;"2106";9,00;;7,00;"+";7,00;;7,00;;6,00;;6,00;;5,00;;4,00;;0,00;;0,00;;"9";7,00;"+";"7";7,00;;"6";6,00;;"5";4,00;;"0";0,00;;1686
"Tsuga heterophylla";"Tsuga heterophylla (Rafin.) Sarg.";1,00;"2404";;"–";6,00;;;"–";6,00;;;"–";3,00;;;"–";3,00;;;"–";0,00;;"–";6,00;;"–";6,00;;"–";3,00;;"–";3,00;;"–";0,00;;1687
"Tuberaria guttata";"Tuberaria guttata (L.) Fourr.";;"956";9,00;;9,00;"°";2,00;;2,00;"°";5,00;;5,00;"°";1,00;;1,00;"°";0,00;;0,00;"°";"9";9,00;"3";"2";2,00;"3";"5";5,00;"3";"1";1,00;"3";"0";0,00;"3";1688
"Tussilago farfara";"Tussilago farfara L.";;"2109";8,00;;7,00;;6,00;;6,00;"+";8,00;;6,00;"!";;"•";6,00;;0,00;;0,00;;"8";7,00;;"6";6,00;"+";"8";6,00;"7";"•";6,00;;"0";0,00;;1689
"Typha angustifolia";"Typha angustifolia L.";;"2110";8,00;;8,00;"+";10,00;;10,00;"*";7,00;;7,00;;7,00;;7,00;;1,00;;1,00;;"8";8,00;"+";"10";1,00;"0";"7";7,00;;"7";7,00;;"1";1,00;;1690
"Typha latifolia";"Typha latifolia L.";;"2111";8,00;;8,00;;10,00;;10,00;"*";7,00;;7,00;;8,00;;7,00;;1,00;;0,00;;"8";8,00;;"10";1,00;"0";"7";7,00;;"8";7,00;;"1";0,00;;1691
